id,question,choice_0,choice_1,choice_2,label,human_expl_open-ended,gpt-theirs
74093111845c3b6968bb12311910e81d,When someone explains something they're usually answering what?,ask,confuse,question,2,only explain the question's,the answer is usually the only answer that is correct.
533351d001f2efe04f3cfe5993480842,"Humans tend to be born two ways, these two ways are what?",very adaptable,emotional,male or female,2,male or female are the genders in which one is born.,the male and female are the only two ways to be born two ways.
6ffb57d31ee7d9048f695243146dfb3a,What is the result of having a lunch that is sizable?,feel full,obesity,feeling satisfied,0,"directly after having a big lunch, one feels full.",a lunch that is large is the result of having a lunch that is large.
2941b6107e8cf8e7ca5290ab7a2a787f,"Besides water and soil, what does an apple tree need to thrive?",south africa,sunshine,bloom,1,trees need sun to survive,the south africa is the only place that is not a tree.
39b02d8690f63b750a6d3857d1b83441,If someone suffers from hunger but has nothing in the house what do they have to do?,eat hamburger,buy food,eat breakfast,1,"if there's nothing to eat, you have to go fins something to eat",food is the only thing that can be eaten in the house
fb8040aec2f3c032837926329efa9592,What would you experience after awaking from a nightmare?,shock,get up,headache,0,nightmares are a source of fear,waking up from a nightmare is the only option that would be a good option.
6e3d26054893e77dba71f82726b64d22,"The frozen food is starting to melt, where would I put it?",grocery store,supermarket,fridge,2,the fridge is the only place likely to prevent food from melting,grocery store is the only place that would have frozen food.
cecb8332bca49dc08402cb9b715afcaf,The man drank his coffee at work?,table,office,coffee shop,1,if he is at work then an office makes the most sense,coffee shop is the only place that would be a coffee shop.
dbc2e80aa9d9721e4a5d994555480118,What does every person have that makes them feel?,heart,mouth,name,0,the process of aging in humans,heart is the only thing that makes people feel.
f19aaf033f92ba1f47ee9292d2c74334,"He would finally see idea become reality, never in a million years did he what that this would happen?",patent,think,work hard,1,he never thought that this would happen to him.,the only thing that would happen is a patent would happen.
0a360c7a9d38d711207263ddd437950a,As they left his house he insured them that it was okay they could come to the party too because it was taking place where?,fraternity house,home,friend's house,2,"friend's house is the best place because it has a supposition that a friend from a friend, can be friend with the host.",fraternity house is the only place that would be a home
4ade446432e243b902df00fbe1a28c67,"If a person is trying to weasel out of punishment for a crime, where are they likely to be?",natural history museum,cherry tree,court room,2,court rooms are used to defend or accuse people for crimes,court room is the only place where people can get away with it.
4d58fba10cdcb1508bc0827f43869527,What business uses lots of potatoes?,produce market,fast food restaurant,vegetable market,1,"a produce and vegetable market sell potatoes, while a fast food restaurant uses potatoes to cook the food they sell.",potatoes are the only thing that can be used for produce.
0aec79d0a3d67d30c0d36d6708430633,The comedian made a dull joke about a bald eagle and it ending up that way because of what treatment?,british columbia,chemotherapy,rocky mountains,1,british columbia and rocky mountains are places not things that are treated,chemotherapy is the only treatment that is not a joke.
52f56d126b375110b42ef92b11f75e3e,Where would a cat like to relieve himself?,sand box,warm bed,ground,0,cat's are trained to go to relieve themselves in a litter/sand box,a cat would be in a place where sand box is the only place that would be comfortable.
2025b0caf2fa993fd9e77410d63ca3cc,John loved plants because of how they look.  What part does John like best?,flower petals,bloom,have roots,0,flower petals are colourful and pretty to look at,plants are the only part that john likes best.
c9b39e3ffe4689c1110fca65ff4b3110,"Sam's belt was loose, so he did what to it?",tighten,fast,bind,0,"the phrase ""was loose"" means the belt is no longer loose, meaning that fast and bind couldn't be the answer.",a belt is the only thing that would bind a belt.
c16c56932d265aca5c5ae754f0d40190,Where could you see a moving weasel that is not real?,animated film,children's story,corn fields,0,animated movies are usually not a depiction of reality.,a moving weasel is not real
25607d201ae2d75f8c51acd7d890df24,"If you're caught committing murder, an injection can lead to your own what?",die,great sorrow,own death,2,"execution by lethal injection is the only thing that makes sense for a normal person.  ""die"" is grammatically incorrect and ""great sorrow cannot be brought about by injection.  by process of elimination option c is the correct answer.",death is the only option that leads to your own death.
a378255dfaa7c238d1c258084726c899,"After his mother saw his report card he knew he was going to be doing housework, what could have prevented this?",getting good grades,house clean,feeling satisfied,0,report cards are where grades are reported.,housework is the only thing that would prevent this.
5948fdea738006fe718ce1899f8df5f2,"He wanted to but couldn't concentrate on playing game with friends, he wished he could just be doing what with it?",enjoying,injury,anger,0,you can't enjoy the game if you can't concentrate on it. you also wouldn't wish to be angry and injured at a game.,anger is the only thing that can be considered a sport
5d13d23330db4c2179882309ef8161a1,"James constructed a playroom for his children.   His place was small, so he put it in an unattached what?",preschool,big house,building,2,"in order to construct a child's playroom in a small place, it would have to be constructed in an outside building of some sort.",a playroom is the only place where children can play.
5cd7f44bbf730dfae5ef2a362d2e5149,What can help you with an illness?,doctor's office,sick person,elderly person,0,doctor's office is the only person that can help you with an illness.,a sick person is the only one who can help you with an illness.
76cf81f0af18a185f418926012773d1b,"Jim is applying for his first job.  He's really nervous, though, and isn't sure he is ready for what?",employment,rejection,less sleep,0,"even though he could be hesitant about rejection or getting less sleep, the question specifically mentioned a job making employment the logical choice.",rejection is the only option that is likely to be rejected.
b7cb09828f482cdcfbcfe83f174e2d91,James owned a historic deli.  It had some protections that helped him keep it open.  It was an important landmark where?,shopping center,office building,new york city,2,new york city allows protection against certain historic places.,new york city is the only place that is not a historic institution.
627e7f3d1662cbc2cb932748f1db50a5,What do children feel when going to the opera?,fresh,confusion,boredom,2,"the opera is often long and requires sitting quietly for long periods, which is not interesting to children.",children feel when going to the opera
8f649cd5d6f961a2d6ff51fadcaa1157,"Steve breathed in deeply, using his diaphragm.   The diaphragm is a muscle.  Name something that has muscles?",drugstore,valve,human,2,none of the other things have muscles,a valve is the only thing that has muscles.
94430ff80efa2812c4f9e99fc8d8ae2b,Why is it difficult to tell what the weather might do sometimes?,unpredictable,hot or cold,mild,0,"if it is difficult to tell what something might do, it is inherently unpredictable.",the weather is unpredictable because it is unpredictable.
8de51cc1ae7bdf8c6e4cbccf1675861b,What are you consuming if you are listening to music?,smile,entertainment,calm,1,music is considered as a source of entertainment.,music is the only thing that is conducive to relaxing.
4d1a75b2148b04835ac3ead286fc4bcf,Sam would cry when he watched Old Yeller.  The movie was what?,were sad,miserable,distraught,0,"if a movie is sad, you usually tend to cry during it.","the movie was about a sad, sad movie."
c7e302bfc137490ac3252d546d941020,What do I say when I am meeting people for the first time?,smiling,shake hands,introducing yourself,2,you always introduce yourself if it is your first time meeting a person,people are usually greeted with a handshake and a smile.
6dc921840aa1e5dda3333b79007f630b,What would you do if you want to be able to earn money?,stand in line,apply for job,take care of proposals,1,the only way to earn money is to get a job thus you must apply for a job.,"if you want to earn money, you need to apply for job."
4c73c2eeb998d065ca5c283a0e065a63,"The man was hungry and going fishing, what was he planning to do with the fish?",killing,relaxation,boredom,0,they have internal instincts,the man was going fishing because he was hungry.
526f096c1a2a8ea08e3e1b6287334fe5,Where is it safer to keep marmot?,cage,united states,vancouver island,0,"a marmot is an animal, and it is safe to keep animals in cages so they won't harm people.",the united states is the safest place to keep a dog.
3cde742a970872d55a9552750ec94a39,Where do  you park in the parking lot with shopping bags?,urban area,amusement park,shopping malls,2,"if you are in a parking lot with shopping bags, logic stands to reason that you were at the mall.",shopping malls are the only place that you park in the parking lot.
7704d07eb2d4376de5f10885f5e4852d,Bald eagles naturally live where?,toy store,nature reserve,great outdoors,2,"toy store and nature reserve arent natural habitats, so great outdoors is the correct option.",the best option is the best option
6037c34415ac58506828f9c4b4271c60,"She was very saddened about the condition of the person, it was who she most what?",know everything,spare time,care about,2,showing emotion towards a person means you care for them.,the person is the only person who would be sad about the condition of the person.
395756f280b8725f4515daf9228835f0,What happens to airplanes when they hit the ground?,accelerate,catch on fire,carry freight,1,"accelerate and carry freight imply movement, there is no movement after hitting ground",the only way to catch on fire is to catch on fire.
c14e63ca8ca5e67b74ed7150aae6c48e,Where would you put a book after you buy it?,discount store,house,antique store,1,you dont return it you must read the book,a house is the only place that would have a book.
1ca7ce3d7fa8df03b1baddf761647dd0,What is likely to happen immediately a rash killing?,being imprisoned,no longer live,feeling of guilt,2,a and b would not happen immediately,a rash killing is the only option that is likely to happen quickly.
ba589fd832c1ec1812a6bb068279bfc0,"If a cockroach is crawling on my hanged-up shirts, where is it likely to be?",cupboard,closet,at hotel,1,holds items for organization,a closet is the only place that would be a closet.
f33d6ec89b03332da6a9acba189b2e59,What type of home does a spider live in?,mail box,web,basement,1,"although a spider may live in all kinds of places, only a web could be called its home.",web is the only place that a spider would live.
e7e2b8db6ccc9672b652c4185b72fe04,"A hard piece of rubber deflected off a stick and flew up and struck a fan, this could only happen at a what?",living room,football stadium,hockey game,2,hockey uses a stick and a rubber puck.,hockey is the only place where you can hit a fan.
47740d2bf96aaf5768e566a60e140575,Despite his disdain for the man's action the bravery he showed was what worthy?,admire,revere,adore,0,bravery is often a trait that people admire.,revere is the only word that describes the man.
a24edce6bda74ffa21f2db6b8ffa8dac,Where do cows graze?,red barn,green field,meat grinder,1,cows eat grass that felids are made up of,cows graze in the fields.
4f4e470423b82ca3ce4ee4549805ce39,"When Bill goes out the door and look up, what does he find outside?",sky,ground,sun,0,the sun isn't always out and the ground is looking down,sky is the only place that is not a sky.
5958ac39cd56fbbb6edb1fbd968d187e,Where do you keep a teakettle?,england,cupboard,water,1,teakettles are usually kept in cupboards.,teakettle is the only place that you keep a teakettle.
7b8483a862b378f82388ba1c7a15e920,"If I am tilting a drink toward my face, what should I do before the liquid spills over?",use glass,open mouth,eat first,1,"if you're tilting the drink then it is already in a glass cup, and you cant eat a liquid",the glass is the only thing that can be used to drink.
bbac448cc5f311f8ce1f408e41f78840,"The man was getting drunk, his stride was struggling and he was what?",throw up,staggering,fall down,1,the man was still not completely drunk to complete the other actions.,"drunks are not usually drunk, they are getting drunk."
b75d9d0c80a01df1311f76f2accc1698,James finishes playing with his ball and left it on the floor.  His mother found it and put it somewhere that he could find it easily.  Where might she put it?,closet,playroom,toy box,2,toy box is an organized way to store a playing ball.,toys are the only place that a person can find a toy box.
6f38fffb183b63bf27fd53df585f4b53,What could someone get into if he or she is becoming inebriated?,fights,paralysis,staggering,0,people are known to become violent when drunk,drunks are usually drunk when they are drunk.
82a3c455bcd5bb4306c9e788976d3187,Who is likely to use too much salt?,kitchen cupboard,shaker,fast food restaurant,2,place of employment of business,the salt is used to make the salt taste better.
332c700b67b2a7305055746cc21b1830,"If someone is quite crafty with needles they might have all sorts of hobbies like needlepoint, crocheting, or just plain what?",sewing,livingroom,frame,0,sewing is related to these two hobbies and is the only thing involving needles.,crocheting is the only thing that is a hobby.
ce67fda636bb7a13cfbb3a29f6b8a866,Where would you likely find spare address labels?,parcel,desk drawer,envelope,1,"spare things are stored somewhere. and for address labels, a desk drawer would be an appropriate place to store them.",the only place you would find spare address labels is in a parcel.
48770f0a98e1ca8b3666f2ae16cd47bf,"A human could have the sweats from working out, but if they wake up with them they probably what?",think and reason,torture,have fever,2,the body sweats during fever to try and keep it cool,the sweats are the only thing that can cause a person to be sick.
9934ab2567f33da1a8206e2fc5ebc743,"The crass men were talking about what they called a broad, one said he thought she was too what?",skinny,slender,thin,0,"slender and thin have different connotations to them. but when it comes to describing the female body, people who are seen as too ""thin"" can be seen as undesireable.",skinny is the only word that describes the men.
61054109f773a51f404875bfc1cb587c,What would someone do after attacking me?,attacked,get rid of,defend yourself,1,if the attack is over then the other two options don't make sense,someone would attack you.
eb8fceecc1ee47435babe4a00396353e,"His anger reached a boiling point, the therapist said they should take a break and what?",destroy enemy,illustrate point,cool off,2,it is best to just cool off or stay away when an anger is about to explode.,the therapist said they should take a break and what?
e39af43324809c222f031d4d2ee513a0,"He used hair styling gel, he kept it where?",tube,refrigerator,bathroom,2,bathroom is the only option that makes sense from the answer choices.  the gel wouldn't be kept in the refrigerator and it is sold in a tube.,a tube is the only place that would be used for hair styling.
239a5698977ebcfa356068c83195dc45,Who is someone you might need when you are stopping being married to spouse?,lawyer,trouble,judge,0,many contact lawyers for divorces.,a lawyer is someone you might need when you are married to spouse
bf15aca92fb3df8d90952582d4d3fd40,"When people have a variety of opinions, what can they do with one another?",become angry,gain weight,agree or disagree,2,b isnt even relevant to the question. only gives one side. question states a lot of different opinons,"people have a variety of opinions, but they don't have a variety of opinions."
5fb3593b1fbd4c5370dadc8e32ab58cb,"If you were doing housework and there was a lot of dust, what can it give you?",arguments,headache,exhaustion,1,whilst cleaning you would be dislodging the dust and breathing it in,headaches are the only thing that can give you headaches.
adb6e38d5f2ab2d423d8d5b62b4d66d8,Where characteristically has a heart?,person,all mammals,artichoke,1,this question did not make sense.,the heart is the only thing that is heart
de6424ea2db4f5f2651921a6c8a937aa,Where would you put condiments if you are planning to use them soon?,table,pantry,container,0,"if you are planning to use condiments, you would put them on the table for  easy use.",a container is the only place that you would put condiments
eac4fd35386cac91e052b33f9753523a,Where might someone go after dealing with a passing sentence?,appeals,death,grief,0,a person would most likely legally appeal a sentence.  death and grief do not make sense in the context of the question.,a person would go after dealing with a passing sentence.
8010718666c52a2aa5c3fb0a0706c1ac,Where could I eat a chocolate cake?,restaurant,mouth,supermarket,0,"you could buy a cake from a supermarket, but it wouldn't be appropriate to eat it in there. it is appropriate to eat food in a restaurant.",a restaurant is the only place that can serve chocolate cake.
82fbb8d5c00a6703aa67971d55b62b37,The general decided to take to the only hill overlooking the field of battle that was entirely what?,flat land,mountain,flat ground,2,to have the high ground,flat land is the only place that is flat land.
26195d49c5d416da3b3e4688b8ad61e7,What is the object with a point used for mountain climbing?,needle,alpenstock,arrowhead,1,always going up the stock,a needle is used to climb a mountain.
b78d398f50af2393fa46fdc5c8004836,What is an uncommon side effect of drinking alcohol?,death,become drunk,getting drunk,0,"common side effects of drinking alcohol include becoming drunk and exclude death, as death is usually uncommon unless you poisoned yourself with a large amount of alcohol.",alcohol is the only way to become drunk.
896207d979eeb10ef3766e8620cb87ef,Where would a person have a small bookshelf?,library,furniture store,bedroom,2,a person is likely to have a small bookshelf in his/her bedroom.,a bookshelf is the only place that a person would have a bookshelf.
6203d248997d4d8775de157b256e5dea,Where do students do most of their learning?,kindergarten class,class room,every aspect of life,1,students are found in the class room,kindergarten class is the only place where students are allowed to study.
263b302e030716180044f423c7f32971,What time period did mammoth's live in?,prehistoric times,museum exhibit,museum of natural history,0,"the only time period presented here is ""prehistoric times,"" so that must be the appropriate choice.",prehistoric times are the only time period that is not a museum.
f120192bd5de1312d6c6338474dd4db1,"The man woke up with a hangover and broken nose, it seemed he decided to get drunk and what?",vomit,stagger,fall down,2,fall down is the only resonable answer.  he broke his nose theefore he fell down,the man was drunk and fell down.
36fa8468c931d369e963c399a8284f64,James looked for a pencil sharpener.  Where might he look first?,desk drawer,library,cabinet,0,pensile sharpeners and other writing tools are commonly kept in a desk drawer.,a desk drawer is the only place that would be in a library.
b3fc9713f059a9e374ff2d0f66c7d4e1,Where could you find a marmoset in a zoo?,colorado,underground,dictionary,0,the only place that might have,a zoo is a place where you can find a marmoset.
d66731e20b646f460544341922e3139b,Where would you find a pot that is being used by someone?,cupboard,greenhouse,restaurant,2,"because restaurant use pot to cook a dish, and a dish will serve to a customer.",a greenhouse is used to store pots and other items.
ee84f13c2481f63957c0eb61ece3a2eb,James wanted to know the truth because questions were weighing on him.  Learning would give him what?,free mind,matter to,further knowledge,0,they have internal instincts,the question is the only one that is the most likely to be the most likely to be the most
20fa6a2e714a7f8ac2fa5c9c6b905bc2,Where would be able to get a bbq meal away from home?,restaurant,ribs,louisiana,0,"if you are away from home, you can get a bbq meal from a restaurant in almost any town. you can only get this meal for louisiana if you are in louisiana.",bbq is the only place that would be able to get a bbq meal away from home.
69077d96553b3155e96e78c3bd7b9414,What could happen after you were hiking for only a short time?,cramps,sweating,smile,2,smile is the only thing that could happen after you were hinking for only a short time.,a smile is the only thing that can happen after you are hiking for a short time.
43fc7911b641081ac1bc01d16786b724,What do fire fighters do?,cleansing,warm room,help people,2,it's in their job description to do so.,a fire fighter is a person who is a fire fighter.
833b5da917293eef71101ac010a218d3,What does running after balls lead to?,sprinting,catching up with,physical exertion,2,running is hard and tiring,running after balls leads to a physical exertion.
24b5a470ef69972d4ee7edd33054c12f,What is someone likely to feel after receiving a gift that is not common?,rare,personal,special,2,they will feel as if the person went out their way to make them feel more than normal,people feel the gift when receiving a gift.
2574c4875e9c496c377e21732e568bc7,Where are all employees likely to carry a weapon?,holster,war,police station,2,"the word 'employees' rule out a war, because soldiers are not typically called employees. the police, however, are armed, and are employees of the city or state, so the correct answer is police station.",a gun is a weapon of choice.
77e89459b707580181a431f55ca1fcfd,"John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?",winter storm,burn down,belong to,0,due to the winter storm john is stuck in the house and unable to leave as egress is not possible.,john is trapped in his house.
7814659abcd1f643ed5573bf223ad9cb,Sometimes just expressing yourself is the best way to be what?,suffering,fun,understood,2,"if you express yourself truthfully, than other people may understand who you are.",suffering is the best way to be what?
74522c84968e27a62c8d220ebff13bb5,"If you choose to fly in an airplane, it normally means you have to?",go far,go someplace,get home,0,that is the only answer that normally applies to flying.,you have to fly in an airplane to get home.
cd6ce2e7e7659d8fc5dddfdf53b364a1,"James hates his rug but his wife insisted he display it.  As a compromise, he put it under something. What might have he put it under?",place,table,bedroom,1,table is the only thing that could be placed onto something,a table is the only place that would have a rug under it.
176b966b0f5bed03595b7b8b409d6047,Where is a dentist office likely to be?,minnesota,street,office building,2,a dentist office would be in an office building,a dentist office is the only place that is likely to be a dentist office.
6f65409e92174cb6c47ec0e93cfa572d,"Before the game some players knelt to pray, they did this because they what?",were religious,talk to god,you're scared,0,"in some religion, people kneel to pray.",praying is the only thing that would make you pray.
9ea6ff631715ac356c7e136cdcb42201,"The lady responsible for care that shift was not good at her job, she was always what to the needs of the seniors?",antipathy,indifferent,negligence,1,they have internal instincts,"the lady was not a lady, she was a person."
6f85923beb5048ea5e3449c3408eefd3,"I am a person, and I bought this with my own money.  What can I say about it?",own object,turn blue,suffer pain,0,"the question specifically mentions ""own money"" so it makes sense to assume that the person owns the object now. the other two choices don't make any sense whatsoever.",the only thing that can be bought with money is a blue ribbon or or or or or or or
bbc28b0a3bdb1e0ac692ce427968da14,Where are you likely to find just a few words?,newspaper,books,sentence,2,books and newspapers would have far more than a few,the only thing that is likely to find just a few words is a sentence.
309a0e68f387330a8fd5c499e1dd7186,The department store is located in the Northwest USA.  Where might it be?,shopping mall,big city,idaho,2,idaho is located in the northwest of usa.,idaho is the only place in the usa where the department store is located.
1d910b9de44bdfea3b0ea846addaaa38,In Canada you'll hear most people doing what to converse?,water plants,speaking english,raise children,1,"conversatiion requires that the people speak a language, in this case, english.",the only way to converse is to speak english.
f24b01f9ff19f5395a6cfed652075cd9,What would happen to a person if he or she fell down and broke his or her leg?,need assistance,try to learn,feel proud,0,that is the thing out of all the options that would most likely happen.,"if you fall down, you will be able to feel proud."
2ca361ee3f6340158af8a98df6b335c8,"After a long night out the drunken man lost consciousness, he showed a sign of sickness right before passing out, what was it?",vomiting,panic,dream,0,vomiting is a very common side effect of being drunk,the only thing that would cause a symptom of illness is a fever.
11349481b733e0ada0736f98c766727e,"A doctor admonished a patient that medicine alone wasn't enough, what else did the patient need?",take pills,will to survive,appear better,1,"the doctor has already said that medicine alone wasn't enough, so ""take pills"" can't be the answer. ""appear better"" is not an act or a cause of anything, it's a result. and it's well known that an important factor in recovering from any illness is a desire to do so, so ""will to survive"" is the answer.",medicine is the only thing that can cure a patient.
c708a5370bd60e9545465a353b6722a9,How does a human solve problems?,better himself,have to sleep,think critically,2,hard thought and decsions,humans solve problems by thinking critically.
48cd0d41824eb15f263fbe01f2fed9a0,"When I take clean clothes out of the dryer, what do I do to to them next?",take off,soap,sort,2,holds items for organization,wash clothes is the only option that is clean.
8fe0767cf6e7b421b8f9135d587e5b28,The tourist was probably most happy to capture pictures of snow on what?,canada,mountains,ground,1,"it's normal to see snow on the ground, but a tourist would want a picture of something nice, like snow on the mountains",snow is the only thing that is not snow.
ee64805ffcc5f22eeb594486839826bd,What prevents someone from getting sleep at night?,have nightmares,snore,restlessness,2,it's the most common way compared to the other two,sleep is the only thing that prevents someone from getting sleep
5d8f1895cb21b83811eff6177a3171ed,Where is one likely to find many lawns?,suburbia,front yard,michigan,0,many lawns are located in a suburbia.,suburbia is the only option that is likely to find many lawns.
020cdc0345d11eeace08a13cae31a8f9,Where in your home would you store a satchel?,luggage compartment,clothing store,room,2,this is the only answer that indicates a place in a home where satchels would be stored.,a satchel is a place to store a satchel.
3a8f31e4c2cc4a8afab6bcd8c853ef5d,What does a virus primarily do to a person?,reproduce,mutate,infect,2,infection is the only thing a virus does,a virus is a virus that is not a virus
c07b311bb92af482c54c6da8777b42d4,What could prevent someone from starting to dance?,sweat,sore feet,becoming tired,1,"in order to dance, one must have proper feet and sore feet are not proper feet to dance in.",dancing is the only option that can prevent someone from becoming tired.
ce1a634887cc454cedcc1fc4ae3eacea,"The shelf was showing signs of instability, what should the carpenter fix to avoid any issues?",school building,corner,wall,2,a wall or school building are not part of a shelf.,a wall is the only place that would be stable
52438f1856d4fd043fce43d28ac073bc,Janet likes dancing.   The swaying and the music gives her a feeling of what?,euphoria,rhythmic movement,moving body,0,euphoria is a feeling.,dancing is the only thing that can make you feel good.
1e807c3246748b4c23a0367023a3f43a,What is owned by a person and could have a second floor?,hotel,school,house,2,the only place that might have,a hotel is owned by a person and can have a second floor.
f2a5302a6e6fb4bd551646a5b8510a60,"John works for a company that doesn't make anything.  It just buys, sales, and does what?",own resources,ship goods,mail order,1,to make a profit you have to sell what you buy and it has to get to the customer.,"the company doesn't make anything, but doesn't make anything."
345ef4284fe26344721d67e157ef7255,Lighting a match in a dark tunnel is most likely for what?,illumination,make fire,frustration,0,"a dark tunnel requires illumination in order to get through it, thus lighting a match.",the only light source is the light source.
95fb82d745f140e0054639770e7ec0ba,"If you don't use a towel after getting wet, you body may do what?",not dry,shiver,shrinkage,1,people usually shiver after being wet if they don't have a towel quickly enough.,"the body is not dry, but it is not dry when getting wet."
f6a74a0d5790373ebfca1531d6c860cd,"If person goes to a bar, spends a few hours hitting the bottle, then takes himself home, what might he get?",alcoholism,ticket,breaking,1,this is why you should not drink and drive. call an uber,alcoholism is the only option that is likely to happen in a bar.
32cfc56488928721ab52639716af1042,"They were going somewhere outside of walking distance, so they took the what?",transporting,car,energy,1,one would use a car to travel to a place not close enough to walk to.,transportation is the only option that is the only option that is the only option that is the only option
b3b8bf3561ff5e3081180ab2d20ec505,Jane was a human who had to poop really bad.  But she couldn't because her ride was about to come in and she didn't want to miss it.  Where might she be?,bed,airport,bathroom,1,"being at the airport about to leave your flight, it was the only way to endure in your emergency going to the bathroom",a toilet is the only place that would be a toilet.
4c06a7456ca944ec9864f953fd5e9aec,"The janitor had to climb high in the rafters of the auditorium, he was replacing the stage whats?",lights,university campus,theater,0,lights are located high in rafters of auditoriums.,the janitor would have to climb high in the rafters of the auditorium to get to the stage.
5a55a24206cf1e342afde7991c6b0b76,What are you hoping to achieve when talking to someone?,communicating with others,changing behavior,hurt feelings,0,talking is a form of communication with others.,talking to someone is the only option that is likely to achieve success.
6bb2a47c94ef3f23c3fb72079015dd82,"Each witness had to take oath, this oath was to what?",not lie,think,truthful,0,"""truthful"" and ""not lie"" are equivalent in meaning, but only ""not lie"" makes sense grammatically in this sentence.",the oath is to the truth.
45f6403b9f7b9892e368ee5952a1db0e,"The people wanted to stop the parade, so what did they set up to thwart it?",public place,space shuttle,roadblock,2,this is the only option that would stop a parade,"the people wanted to stop the parade, but they didn't want to stop it."
c86b76447d6eeb9add237fa42fc569e3,Where do you hang notes in the kitchen?,sheet music,medical chart,fridge,2,a fridge is usually the only place in a kitchen.,a sheet music is the only thing that can be used to record music.
37262babcc9c375d6381e31d181c7a01,Where are you likely to find a lot of maps?,backpack,classroom,atlas,2,"an atlas is nothing but a compilation of maps. a backpack or classroom may have some maps, but it's not 100%.",atlas is the only place that has maps.
8fb1a2225e6da4e1172dbeb98dffdabd,"Some actors are very talented, they can get any emotion to what?",opera,theater,show,2,"all people show emotions, weather its acting or not.",opera is the only thing that is not a performance.
d437d54e8706e8d4b78b79aad1291262,"If a person saw wings on a helmet, where would they be?",detroit,airplane,heaven,0,detroit is the only place on the list you would see wings on a helmet\,heaven is the only place where a person would be able to see wings.
901dc43313a51b67a0bdff75b4415a49,"When people discover something new while chatting with friends, why are they likely to continue talking?",misunderstanding,discomfort,learning about,2,discovery is a form of curiosity where people tend to want to learn more.,people are usually more likely to talk to friends than to talk to friends
5d721d7ed9a97df3fa1003489e76eff4,"If you're typing for a long time, what's a sign you should take a break?",pain,letter,carpal tunnel syndrome,0,the long time indicates extended use which would likely lead to pain.,a letter is a sign that you should take a break.
f958d617344e7e11b7671a594b7f9c59,"The racers were about to compete, the referee told them to all line up at the what?",sign up,train,start,2,racers line up at the start.,the racers are about to start the match.
03b7454436dbbc732ee7590a112bcd94,What do people who are composers do?,build houses,make music,complete sentences,1,people who make music are called composers.,composers are composers
7769728bbb4283062748a5e3f0fc7d25,What does everyone try their whole life to be?,believed,cat,happy,2,"most do not want to become a cat, a lot care to be believed, but mostly all want to enjoy their life and be happy.",the only thing that is true is the truth.
1410eae1e8bafff35939f4478ce9ae45,"The squirrel was rather plump, it had found a home that leaves out what?",rodent,chipmunk,nuts,2,nuts is the only explanation for a plump squirrel,the squirrel is a squirrel and the squirrel is a squirrel
37b73f1a4db7a759e5626e6ed3c9b134,What would someone be if he or she is not massive?,insubstantial,dwarf,inconsequential,1,the only option that is an opposite of massive.,dwarf is the only word that describes the size of a dwarf.
55f101ecc833abe3e62eeae29d6e2aca,Where is someone looking for a job likely to find a computer?,library,desktop,space shuttle,0,"computers are found at the library, occasionally on desktops which one may or may not have, and would never be accessible in a space shuttle.",a library is the only place that would be looking for a computer.
3b6b2cc6c42037a8eb27a8dd66973657,Where is the best place to get furniture from?,loft,store,rug,1,a store is the only place where you could get furniture that isn't already owned,a store is the best place to get furniture from.
43eaddc29a9850a961d828a7b2927ac8,"The teen girl wanted to look distinct, but it was just another trend and everybody else did it too making her actually what?",same,indistinct,confusing,1,if everyone looks the same no one would be distinct,"the teen girl wanted to look like a teen girl, but she didn't want to look like a"
ef85bfca2d4144eaedf9bb4fad949eef,Where does light come from?,desk,universe,attic,1,the universe is the only option that makes light.,the light comes from the ceiling.
61a5e2379661a97736a7695d6569f0c6,"John kept his right hand on the wall, knowing that it's the simplest way to keep from backtracking.  Where is John?",classroom,labyrinth,art show,1,"backtracking in a classroom or at an art show will not get you lost, as it could in a labyrinth.",art show is the only place where john would be.
2cbb483c1aad2a99103a123ecbc17772,"He got a job dancing and waving an advertisement, he got to be outside instead of stuck inside the what?",store,bus,magazine,0,one can be stuck in a store.,a store is the only place that is not a store.
f4504c402a8748440c163ce390e21c8e,"All the adults were sitting quietly in the other room watching TV, they were hoping the baby would what?",meditate,fall asleep,think,1,adults tend to be silent when they are trying to get an infant to stop making noise.,meditation is the only thing that can calm the baby down
9e8aadd5a01d5ec6a91fe5448650c090,What may be a characteristic of a healthy person?,good looking,new experiences,playfulness,0,healthy people can be good looking.,healthy people are the only ones who are healthy.
c879e1677869c4d58102c608da805453,What is a grumpy person likely to have?,compliments,own house,headache,2,headaches is the only likely thing for a grumpy person to have,grumpy people are usually grumpy.
ed88af89d2ee9d5da8969f98c4a05e9a,"I was creating art while angry, what did my painting convey inadvertently?",work of art,strong emotion,feeling of accomplishment,1,we express our own emotions through our art so if you are angry it will show in your art as well,the painting is a work of art
2489662a3689f9077589bd64756b5d1a,Where is a reception desk typically located?,motel,office park,lobby,2,almost all receptionists and their desks are located in the lobby of the buildings they work.,a reception desk is the only place that is usually located in a hotel.
d5e48255e7ed3fd78dc9eae0cfd2f7c8,what habitat do marmots live in?,northern hemisphere,north america,jungle,2,north america and northern hemisphere aren't habitats,the northern hemisphere is the only place that is not a jungle.
